Rb;Istraživači;Predmet;NPP;Razred;Udžbenik;Lekcija;Negativni oblici ponašanja;Navedite šta;Univerzalne vrijednosti;Navedite šta;Partikularizacija vrijednosti;Sadržaji;Načini;Indikator 1;Aktivno učenje;Ne nudi se mogućnost diskusije;Indikator 2 ;Rješavanje problema;Puko pamćenje činjenica ;Indikator 3;Multiperspektivni pristup;Pristup samo jedne perspektive;Indikator 4;Diferencirani prikazi;Stereotipni prikazi;Napomena/komentar na lekciju
54;NI/NV;Jezik i književnost;B;6;JIK1;Konrad ili dijete iz konzerve;Ne;;Da;solidarnost;Ne;;;0;;;2;;NI-132-2;0;;;0;;;(NI) 132-1  iako za sve pisce u čitanci postoji biografija, od đaka se traži da sami saznaju biografske podatke Kristine Nestlinger.
55;NI/NV;Jezik i književnost;B;6;JIK1;O kulturi i tradiciji Roma i Jevreja;Ne;;Da;kultura;Da;religija NV-133-a;mistifikacija;2;;NI-133-4, NI-133-7;0;;;2;;NI-133-9;2;;NI-133-1, NI-133-3, NI-133-5, NI-133-6, NI-133-8;(NI) Iako je naslov lekcije O kulturi i tradiciji Roma i Jevreja, nema nijedne rečenice koja se odnosi na Jevreje. Pohvalno je što u tekstu autor govori o značenju riječi Rom (133-2) / (NV) utjecale, a same ostale izvan utjecaja, neponovljive, vičem slične, očaravajuće u iskrenosti, ljepoti i jednostavnosti, jednostavne - romske (133). izdvojit ćemo jednog općepoznatog - Muharema Serbezovskog. počeo eje kao pjevač, a postao pjesnik i romanopisac. član udruženja književnika BiH. ono na šta je najponosniji je baš ono najljepše: prvi je prevodilac Kurana na romski jezik (133a)
56;NI/NV;Jezik i književnost;B;6;JIK1;Snovi tri mala Roma;Ne;;Ne;;Ne;;;2;;NI-134-1;2;;NI-134-2, NI-134-3, NI-134-4;0;;;0;;;(NI) Autor čitanke je ujedno i autor ove priče. kompletna pirča je stereotipna, Romi žele da jedu, sviraju i da su sretni i imaju zadovoljstva  (NV) lažna, slaba, loša priča, bez ideje i peonte, politički korektna, umjetnički impotentna!!! Bljak. Autor sam sebe uvrstio u čitanku. Bljak.
57;NI/NV;Jezik i književnost;B;6;JIK1;Mart;Ne;;Da;sloboda;Ne;kultura, tradicija;mistifikacija;2;;NI-136-5;2;;NI-136-2, NI-136-3;0;;;2;;NI-136-2, NI-136-4;(NI) na kopiji nije potpuno jasno, ali ilustracija 136-6 čini se da prikazuje romsku djecu - bez bilo kakve funkcije u tekstu/ (NV)) šta o romskoj duši saznajemo iz ovog lirskog monologa? (136) 
58;NI/NV;Jezik i književnost;B;6;JIK1;Uspavanka;Ne;;Da;odgovornost;Ne;;;2;;NI-137-4;2;;NI-137-1, NI-137-2, NI-137-3;0;;;2;;NV-137;(NI) Aktivno učenje - (137-4) nejasno postavljen zadatak da bismo mogli reći kako iz tog zadatka djeca mogu aktivno učiti. (NV) kako je izražena, u kojim stihovima, majčina ljubav i briga za dijete? U kojim stihovima majka pjeva o neizvjesnom životu, sudbini svoga djeteta (137)
59;NI/NV;Jezik i književnost;B;6;JIK1;Kako su se nekada oblačile i kitile jevrejske djevojke u Bosni;Da;neravnopravnost ;Ne;;Ne;;;1;NI-138-3;;2;;NI-138-1, NI-138-2;0;;;0;;;(NI) neravnopravnost (govori se samo o kićenju djevojaka) nije jasno zašto jevrejska književnost nije predstavljena književnim, nego kulturološkim tekstom (NV) politički korektno, i glupo, nepovezano s predmetom maternjeg jezika
60;NI/NV;Jezik i književnost;B;6;JIK1;Dramsko djelo;Ne;;Da;umjetnost;Da;kultura NV-141;redukcija;2;;NI-140-1, NI-141;2;;;2;;NI-140-2, NI-140-3, NI-140-4;0;;;(NI) Navedeni pirmjeri za pristup samo jedne perspektive su silom prilika tu. Kad se pročitaju označeni dijelovi, teško je razumjeti šta je autor želio reći - spetljao se. Sjajni primjeri za budalaštine u udžbeniku. (NV) dramatizacija je prenošenje drugih književnih vrsta u dramski odlik. obično se dramatizuju romani i pripovijetke, ali i pjesma se može uspješno dramatizovati. najbolji primjer za to je Hasanaginica (141). drama na pozornici je zaista iluzija života. (140). jasno je da je iluziju života teže ostvariti samo zvukom na radiju i slikom na televiziji (140)
61;NI/NV;Jezik i književnost;B;6;JIK1;Dok se dvoje svađaju, treće se koristi;Da;glupost;Ne;mir;Ne;;;1;NI-143-5;;2;;NI-143-2, NI-143-3, NI-143-4;0;;NI-143-1;0;;;
62;NI/NV;Jezik i književnost;B;6;JIK1;Plava boja snijega;Ne;;Ne;;Ne;;;2;;NI-148-2, NV-148-a;2;;NI-148-1, NI-148-3;2;NI-148-4;NV-148;0;;;(NV) Grigor Vitez junacima dao imena Krizanterna i Kaloper? (148) a Karaslav i Kačkavalj?. Govor ličnosti otkriva želje, namjere i osobine onih koji govore. (148a) nije tačno. Može i da prikriva, a mogu tu funkciju preuzeti neverbalni znaci.
63;NI/NV;Jezik i književnost;B;6;JIK1;Beskrajna priča;Ne;;Ne;;Ne;;;0;;;2;;NI-151;0;;;0;;;(NI) nema interpretacije. Odlomak iz romana iskorišten je da bi đaci to prepričali u trećem licu. Ne znamo zašto baš ovaj odlomak, a ne neko već postojeće djelo u čitanci. Nema podataka o Michael Endeu, piscu ovog djela 
64;NI/NV;Jezik i književnost;B;6;JIK1;Opis grada;Ne;;Da;saradnja;Ne;;;2;;NI-152, NV-152;2;;NI-153;2;;NV-152;0;;;(NV) on je putopisima dao nov smisao i ljepotu (152)
65;NI/NV;Jezik i književnost;B;6;JIK1;Pod mostom krevet;Ne;;Ne;;Ne;;;0;;;0;;;0;;;0;;;(NI) učenički rad bez da je navedeno ime đaka. Loš rad, loš opis bez da se nudi đacima prilika da razgovaraju o njemu, mijenjaju, dopunjavaju, brišu 
66;NI/NV;Jezik i književnost;B;6;JIK1;Čarolija pokretnih slika;Ne;;Ne;;Ne;;;2;;NV-161;2;;NV-157;0;;;0;;;(NI) Ne nudi se mogućnost diskusije - autor postavlja pitanja i sam na njih odgovara. U tabeli se ne može prikazati koliko je loša lekcija - ogromna količina teksta o filmu na jednoj stranici bez ijedne ilustracije, isječka iz filma, bilo čega što bi zainteresovalo đake da uče iz lekcije. Također, ne nudi se prilika đacima da sami kažu šta znaju o filmu, nego informacije koje je lako naći. (NV) montiranje se vrši rezanjem filmske trake, sastavljanjem i ljepljenjem, pri čemu se sinhronizuju muzika i tonski efekti (157). u igranom filmu se postiže najpunija iluzija života... osjećajno se vezujemo za pojedine glumce, divimo im se i uzimamo ih za idole. (...) ali se čak i pjesma može ekranizirati (primjer Hasanaginice)... dokumentarni film mora u nama izazvati neka pozitivna osjećanja (161)
67;NI/NV;Jezik i književnost;B;6;JIK1;Put do filma;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;"(NI) kao i u prethodnoj lekciji i ovdje imamo nabacane informacije, s tim da su označene problematične. 156-1 filmična ideja (nejasan i neobjašnjen pojam). 156-2 pogrešno definiranje - autor definira ""scenario"" tako što se pomaže pojmom ""knjiga snimanja"" a to će tek u tekstu objasniti nekoliko rečenica kasnije. 156-3 netačno da je scenarist često i režiser filma. 157-1 autor nije čuo za digitalnu montažu, još uvijek montažeri sijeku i lijepe filmsku traku"
68;NI/NV;Jezik i književnost;B;6;JIK1;Od nijemog filma do kompjuterske animacije;Ne;;Ne;;Ne;;;2;;;2;;;2;;;0;;;(NI) opet gomile informacija, nabacane, napisane lošim stilom, neinteresantno predstavljene. Posebno ističem obilježene dijelove. 157-2 vrijeme zvučnog filma trajat će zauvijek (prorok u koži autora udžbenika). 157-3 loše izražavanje
69;NI/NV;Jezik i književnost;B;6;JIK1;Crtani film;Ne;;Ne;;Ne;;;2;;NI-158-4, NI-158-5;2;;;2;;NI-158-3;0;;;(NI) opet samo tekst, informacije. Izdvajam dva primjera lošeg izražavanja: 158-1, 158-2
70;NI/NV;Jezik i književnost;B;6;JIK1;Tajna crtanog filma;Ne;;Ne;;Ne;;;2;;;2;;;2;;NI-159-2;0;;;(NI) samo nabacane informacije - umejsto da fotografijom pokaže primjer o kojima govori, autor opisuje. 158-1 nije jasno da li se crtani film snima ili ne smina kao i dokumentarni film
71;NI/NV;Jezik i književnost;B;6;JIK1;Igrani i dokumentarni film;Ne;;Ne;;Ne;;;2;;NI-161-1, NI-161-2, NI-161-4, NI-161-5;2;;NI-161-3, NI-161-6, NI-161-7;2;NV-157;;0;;;(NI) opet nekorisna lekcija u udžbeniku, samo informacije bez ijedne ilustracije koja bi pomogla da đaci lakše usvoje znanje vezano za razlikovanje igranog i dokumentarnog filma. (161-3, 6, 7) osim što se od đaka traži samo da zapamte ponuđene činjenice, čitanka nudi nejasne definicije pojmova koje teško da iko može raspetljati i razjasniti
72;NI/NV;Jezik i književnost;B;6;JIK1;Đaci pješaci;Ne;;Ne;jednakost, solidarnost;Ne;;;0;;;0;;NI-164;0;;;0;;;(NI) Iako je u udžbeniku samo nacrt scenarija za dokumentarni film Đaci pješaci, autor u interpretaciji radi analizu dokumentarnog filma
73;NI/NV;Jezik i književnost;B;6;JIK1;Medijska kultura;Ne;;Ne;;Ne;;;2;;NI-166-2, NI-166-4, NI-166-5, NI-167-1, NI-167-2, NI-167-3;2;;NI-166-1, NI-166-3, NI-166-6, NI-168;0;;;0;;;(NI) (166-1, 3, 6), (168) iako je autor naveo tri teksta iz novina, sve što traži od đaka je da prepoznaju žanr - nijedan tekst ne govori ni o jednoj univerzalnoj vrijednosti niti na bilo koji način može uticati na razvoj kritičkog mišljenja. (NV) ne pominje se Internet!!!
74;NI/NV;Jezik i književnost;B;6;JIK1;Strip kao medij;Ne;;Ne;;Ne;;;2;;NI-169-6, NI-170;2;;NI-169-1, NI-169-2, NI- 169-3, NI-169-5;2;;NV-171;0;;;(NI) 169-4 vrijedi istaknuti, ne znam da ga utabeliram / (NV) (…) svim snagama je pokušavao iz opkoljenog Sarajeva izbaviti Ervina Rusternagića i njegovu porodicu. Studio Rusternagićeve agencije Strip Art Features izgorio je do temelja u granatiranju Sarajeva. u studiju je izgorjelo 14. hiljada stranica originalnih stripova svjetskih legendi stripa, među kojima i Hermana. Ervin Rusternagić živi danas u Sloveniji i izdaje najbolju strip-reviju na svijetu Strip Art Features. u njoj je objavio i album Sarajevo tango, (čija se radnja događa u opkoljenom Sarajevu=... (171)
75;NI/NV;Jezik i književnost;B;6;JIK1;Strip u Bosni i Hercegovini;Ne;;Ne;;Ne;;;2;;NI-171-3, NI-171-4;2;NI-173;NI-171-2, NI-171-7, NI-171-8;2;;NI-171-6;0;;;(NI) govoreći o bh. Strip crtačima, autor čitanke spominje da je jedan od njih poginuo kao vojnik na liniji, a drugog je poznati svjetski strip crtač pokušao izvući iz opkoljenog Sarajeva (171-1, 5). Nijedan od navedenih primjera nema funkciju u tekstu
1;NI/NV;Jezik i književnost;B;7;JIK5;Drage učenice;Ne;;Ne;;Ne;;;0;;;0;;;0;;;0;;;(NV) …unapređujte vlastiti život tako što čete se odvažnije kretati putevima traganja za znanjem, ljubalju, zaboravom, slobodom… (7)
2;NI/NV;Jezik i književnost;B;7;JIK5;Hasanaginica ;Da;neravnopravnost;Da;odgovornost;Da;patrijarhat;redukcija, mistifikacija NV-11;2;;11-1), (13-4), (13-5), (15-1) formalno postavljen zadatak, baš bi bilo zanimljivo vidjeti kako izgleda rad kompletnog odjeljenja podjeljenog u samo dvije grupe. (15-2) nejasan i besmisleno postavljen zadatak. Uz primjer +(13-3) i (14);2;;"(13-1), (13-2) pitanje na koje dijete ne može odgovoriti - nigdje se ne govori o ""ženskom stidu"". (14-2). Uz primjer +(14-1)";2;;13;2;;13;"(NV) opera Hasanaginica nastala je prema najljepšoj bosanskohercegovačkoj/bošnjačkoj baladi Hasanaginica (11). Isticanje samo jedne tradicije, nemotivisano, koristi se složen paralelizam bosanskohercegovačko/bošnjačko a da se ne objašnjava. Balada Hasanaginica pjeva o jednoj današnjoj porodičnoj tragediji (13). kojoj? naučno nedokazane pretpostavke podastiru se kao činjenice. usmena književnost se predstavlja kao alternativna istorija. kome bi se zamjerila da je uspjela savladati svoj ""ženski stid""? (13) šta je to ženski stid, ne objašnjava se; rodni stereotip. isto: šta ih sprečava (Hasanagu i Pintorović-bega) da pokažu osjećanja prema Hasanaginici: a) muški ponos, b) muški stid"
3;NI/NV;Jezik i književnost;B;7;JIK5;Hadži Musić Meho;Da;kažnjavanje;Ne;uz primjer jedankost;Ne;;;2;;(16) nejasno formalno postavljen zadatak. (18-1) stav umjesto činjenica na osnovu kojih bi đaci trebali zaključivati. (18-2), (19);2;;(18-3), (18-4);2;;19;2;;18-1 vragosasta djevojka je ona koja pokušava biti jednaka s muškarcima / 18;"(NI) 19-2 samo čuvar bošnjačke usmene književnosti se spominje, drugih nema / (NV) Sveza Mehu za tanahnu jelu, pa uzima pletenu kandžiju (...)  Izostavljen je dio pjesme; ne znamo zašto je djevojka uzela kandžiju. Kandžijanje svezanog momka je nasilje, ali se ono prikazuje kao vragolasto. PROVJERITI Motiv djevojačkog prerušavanja, Ajkinog prerušavanja u odjeću Hadži Musić Mehe, završni je napad na ponos mladog momka. (18) Ne ulazi se u analizu rodnih uloga; ne objašnjava se u kakvoj su vezi muška odjeća i muški ponos. Hamdija Šahinpašić rođen je 1916. godine u Pljevljima u novopazarskom sandžaku, bio je jedan od posljednjih glasovitih čuvara bošnjačkog usmenog pjesništva. (19) Ne pominje se da je rođen u drugoj državi, ističe se bošnjačko usmeno pjesništvo. (Za pisce rođene u Jugoslaviji, npr. neće se reći da su u njoj rođeni.) Selektivna prezentacija činjenica, ključ za selekciju nacionalizam."
4;NI/NV;Jezik i književnost;B;7;JIK5;Imal jada ko kad akšam pada;Ne;;Da;umjetnost;Da;tradicija, porijeklo;redukcija, mistifikacija NV-22;2;;(21-1), (21-3), (22-3) / (21);2;;"(21-2), (21-4), (21-1) kreativni rad je da đaci nauče pjevati pjesmu. (22-2) odkud sevdalinka u 14. i 15. stoljeću i kako to da sva ""naša"" sijela imaju sevdalinku i saz?";2;;;0;;;"(NI) ilustracija na 20. strani prikazuje samo bošnjačko naselje- džamije kroz prozor se vidi / (NV) Mak Dizdar jednom je prilikom zabilježio kako sevdalinka ""blista čista kao biser"" izvađen iz školjke sa dna tajanstvenog mora. Potražimo taj blistavi biser i u ovoj sevdalinci! (21) Sevdalinka se poredi sa biserom, a onda se traži da se biser pronađe u biseru! Nekritički, besmisleno. Đaci se tjeraju da vole sevdalinku. Saz je stari žičani muzički instrument za dugom drškom. U našim krajevima u 14. i 15. stoljeću sijelo se nije moglo zamisliti bez saza i sevdalinke. Saz je postepeno potiskivan harmonikom, koja nije bila primjerena načinu pjevanja sevdalinke, što je utjecalo na izmjenu načinja njezina pjevanja. (22) Istorijski netačno. "
5;NI/NV;Jezik i književnost;B;7;JIK5;Đelem, đelem;Da;ubijanje;Da;život;Da;tradicija, kultura;ignorancija;2;;(24-1, 3), (25-3) neprecizno postavljena pitanja koja nikako ne mogu podstaknuti dijalog kod učenika / 24;2;;(24-2) vrlo proizvoljno, bez bilo kakvih konkretnih argumenata naveden podatak. / 24a;2;;24;2;;(23-1) romi sviraju muzičke instrumente. (25-1, 2) melodičnost romskog jezika / 25;"(NV) Šta o događajima iz prošlosti romskog naroda saznajemo iz romske himne Đelem, đelem? (24) Istorija se ne može učiti na osnovu pjesama. Ne upućuju se učenici na pouzdanu literatutru.
Himna objašnjena sociološki a ne književnoteorijski.  (24) Nekritički, ne preispituje se zašto bi veličanje povijesti, tradicije i slave jednog naroda bilo pozitivno, kome je korisno.
Koje je obilježje romskog načina života prepoznatljivo na romskoj zastavi? (25) Stereotip, o načinu života. 
Ne objašnjava se šta su crne legije. (24a)"
6;NI/NV;Jezik i književnost;B;7;JIK5;Pisana umjetnička književnost;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
7;NI/NV;Jezik i književnost;B;7;JIK5;Sarajevski ljetopis;Da;sujevjerje;Da;istina, objektivnost;Da;bošnjačka kultura;mistifikacija;2;;(31-4), (33-1)  / nema diskusije, Bašeskija se nameće kao vrijednost. Uz primjere +(31-3), (31-5);2;;(31-2), (33-2) pojašnjenje u napomeni / ne polemiše se izjavom da vjernici ne mogu dobiti kugu!!!;2;;samo jedna, nacionalna, bošnjačka. Nema drugih ljetopisa, niti primjedbi na ovaj;2;;(31-1), (32-1) izabrana priča o tome kako se ženama ne može povjeriti tajna jer je odmah razglase nije adekvatno propitana u interpretaciji teksta / Hićaja Ženski jezik;(NI) 33-2 potpuno nepotreban podatak u biografiji koji još i nije provjerljiv - tvrditi na kojem je jeziku Bašeskija mislio, a na kojem je pisao je neodgovorno, a onda i reći šta je Bašeskija govorio o bosanskom jeziku bez da je naveden izvor za tu tvrdnju. / (NV) za Bašeskiju se kaže da je pisao na turskom a mislio na bosankom jeziku (33) kako se zna na kojem je jeziku mislio. ko kaže? mistifikacija
8;NI/NV;Jezik i književnost;B;7;JIK5;Oslo pod snijegom;Ne;;Ne;;Ne;;;2;;(34-1) primjer formalnog postavljanja pitanja, bez da imaju veze jedna s drugim, (36-1), (36-2) osim što ne nude mogućnosti diskusije, autorice nameću svoje viđenje parkova grada Osla. (36-4) pitanje na koje je teško i besmisleno odgovarati / loše objašnjenje, los til. putopis je prazno književno djelo... (37);2;;(36-3), (37) ovo je sve samo ne kreativan rad / isto;0;;;0;;;(NV) kako pjesnici pokazuju ljubav svojme gradu? Kako gradovi uzvraćaju ljubav pjesnicima? (36) stereotip
9;NI/NV;Jezik i književnost;B;7;JIK5;Dnevnik Ane Frank;Da;rat;Da;ljudska prava, život;Ne;;;1;;(41-2) radionica o ljudskim pravima, pitanja o sreći (41, 42). Uz primjer -(40-2);2;;(40-1) ne problematizira se logor i stradanje Jevreja. Uz primjer + (41-1);0;;;0;;;(NI) 42 umjesto da autorice objasne zašto Ana Frank piše dnevnik u zatočenitvu, prebacuju na đake koji će se raspitivati o II svjetskom ratu kod nastavnika historije
10;NI/NV;Jezik i književnost;B;7;JIK5;Pjesma o peru;Ne;;Ne;;Ne;;;2;;(44-1), (44-5), (45). Uz primjer +(44-2);2;;(44-4);2;;44, 45;2;;44;(NV) svoju pjesmu pjesnici povjeravaju peru… (44) stereotip o pjesnicima i poeziji. Mistificira se postupak pisanja i zaobilazi potreba da se tekst tumači. U starijoj bošnjačkoj književnosti… (44) lekcija o istoriji književnosti, samo u okviru jedne, bošnjačke tradicije
11;NI/NV;Jezik i književnost;B;7;JIK5;Voćka poslije kiše;Ne;;Ne;;Ne;;;2;;(46), (47-1);2;;(44-4);1;;uz primjer -47;2;;(47), (47a);(NV) Voćka, brižno poput majke, čuva svoje kapi. (47) Nespretno. Stereotip o majci, koja brižno čuva...Ovako snažan doživljaj, impresija, može se ostvariti jedino u izrazito lirskoj pjesmi. (47a) Netačno. Stereotip o lirici. 
12;NI/NV;Jezik i književnost;B;7;JIK5;Pijesma o kuji;Da;okrutno ponašanje;Ne;uz primjer odgovornost;Ne;;;2;;(50), (51-2), (51-3), (52-1), (52-3). Uz primjer +(52-2);2;;(51-1) / (52);2;;;2;;ko je ikrao kujinu sreću? (50) stereotip o ljubavi potvrđenoj tragedijom;"(NV) Kako pas brine o mladima? Kako pokazuje roditeljsku ljubav? (49) Nespretnoća. Ostavlja se utisak da je roditeljska ljubav biološki determinirano ponašanje. To bi se onda moralo s đacima raspraviti. (Ruso je rekao) Veliko je zlo ne činiti dobro. Kakvo je ""dobro"" gazda iz Pjesme o kuji propustio učiniti? (52) Bespotrebno zapetljano, i nejasno. Nije se postavilo pitanje o okrutnosti prema životinjama, i o humanim načinima da se problemi nastali njihovom prekobrojnošću riješe. "
13;NI/NV;Jezik i književnost;B;7;JIK5;U poznu jesen (126);Ne;;Ne;;Ne;;;2;;(54-3), (54-5) / uz primjer + dobra interpretativna pitanja / nema sinteze, ne otkriva se smisao pjesme;2;;(54-1), (54-2), (54-4);1;;55 / pročitajte prvu strofu pjesme Akvarel (55);0;;;(NI) pitanja u interpretaciji su nejasno postavljena, nedovršena tako da nije jasno šta autorice žele ovakvom interpretacijom, bez niti, logično postavljenih pitanja
14;NI/NV;Jezik i književnost;B;7;JIK5;Zapis o zemlji;Da;neprijateljstvo;Da;sloboda;Da;tradicija, teritorija, prošlost NI-56-1, NI-56-2, NI-57-1, NI-58-2, NI-59-2, simboli;redukcija, insinuacija, mistifikacija;2;;(57-1), (59-1) / 58. uz primjer +(57-2);2;;(57-3), (58-1), (58-2), (58-3) ne samo da je iznošenje činjenica, nego su i činjenice besmisleno napisane / 59;2;;57;2;;58;"(NV) Naučili smo: stećak je vrsta bosanskog kamenog nadgrobnog spomenika iz srednjeg vijeka. Stećci su obično ukrašeni uklesanim prizorima iz života, lova, s viteških turnira ili natpisima na glagoljici i bosančici. (56) Netačno. stećci nisu samo bosanski, samo rijetki us ukrašeni, i ima ih ispisanih i ćirilicom.  Po čemu nas ova pjesma podjseća na zapise na stećcima. (57) Navođenje; djeca te zapise ne poznaju. Završnim stihovima, odgovorom""zapitanog"", dobili smo jaku poentu / ideju pjesme: Bosna je prkosna i ponosna zemlja. (58) Nametanje tumačenja stava. ... Pjesnik je u svojoj pjesničkoj zbirci Kameni spavač velika a jednostavna pitanja o svojoj domovini zaodjenuo ljepotom starog (arhaičnog) jezika, i tako probudio njegovu izvirnu, tajanstvenu snagu. (59) Prozivoljna tvrdnja."
15;NI/NV;Jezik i književnost;B;7;JIK5;Akvarel;Ne;;Da;jednakost;Ne;;;2;;(61-3), (62-2) / ne analiza se socijalni apekt pjesme;2;;(61-1), (61-2), (61-4);0;;;0;;;"(MI) 62-1 naslov; novi književni pojmovi, a tekst počinje: ponovimo inverziju"
16;NI/NV;Jezik i književnost;B;7;JIK5;Nešto važno da ti kažem;Ne;;Da;ravnopravnost, dječija prava;Ne;;;2;;(64-3, 4) daju se citati koji nemaju direktne veze s pjesmom i traži se od djece da ih komentiraju bez da citirane riječi imaju ikakve direktne veze s pjesmom kao i interpretacijom. (65) kreativni rad je sve samo ne kreativan / 64;2;;(64-1), (64-5) / uz primjer + postupaju li odrasli uvijek ispravno u dogju djece?. I primjer + (64-2);0;;;0;;;"(NV) (64) izjava ""slavnog oca Erla of Ročestera"" ne dovodi se u pitanje, iako indirektno dezavuira nauku, teoriju, znanje… (jedino znanje koje vrijedi je ono stečeno iskustvom)"
17;NI/NV;Jezik i književnost;B;7;JIK5;Posle detinjstva;Ne;uz primjer život, odrastanje kao problem;Da;život;Ne;;;2;;(68-4) to đaci ne mogu znati jer još nisu odrasli, (69-1);2;;"(68-1), (68-2), (69-2) / ne razmatra se zašto treba sačuvati ""mrvicu djetinjstva"". Šta je problem u odrastanju?. Uz pirmjer +(68-3)";0;;;2;;stereotip o djetinjstvu koje je lijepo, zlatno, vrijedno, sunčano….;
18;NI/NV;Jezik i književnost;B;7;JIK5;Bakine naočari;Ne;;Da;ljubav, život;Ne;;;2;;(71-4), (71) ;1;;"šta daje značaj naoko beznačajnim predmetima koji nas okružuju? (71). Uz primjere -(71-1); (71-2), (71-3)";0;;;0;;;
19;NI/NV;Jezik i književnost;B;7;JIK5;Lampa u prozoru;Ne;;Da;empatija, altruizam;Ne;;;2;;(74-2), (74-3) sve je samo ne kreativan rad / 74;1;;upućivanje na poentu, citiranjem Ujevića (74). Uz primjer -(74-1);2;;ideja se svodi na majčinstvo, kao da je ono bitno za čin opisan u pjesmi;2;;stereotipizacija majke;(NV) Ova kratka pjesma vjerna je slika svevremenih teških uvjeta u kojima ljudi žive. Ona je posvećena tračku svjetlosti koju pruža ljudska dobrota. (74) Stereotip o lošem svevremnom svijetu i malo dobrote u njemu. Netačno je da je pjesma slika toga.
20;NI/NV;Jezik i književnost;B;7;JIK5;Dažd;Ne;;Ne;;Ne;;;2;;(76) nejasno postavljen zadatk, (79-1), (79-2) nejasno postavljen zadatak / 79;2;;(77-1), (77-2), (78-1), (78-2), (79-3). Uz primjer +(78-3);0;;;2;;79;"(NI) i u dijelu ""motivacije"" i u dijelu ""kreativnog rada"" traži se od djece da paukovu mrežu popunjavaju pojmovima kiše(NV) Bilješka o autoru: Njegova poezija, sadržajno i izražajno bogata, iskazuje unutrašnju borbu čovjeka, njegove nemire i težnje. Prođeta je blistavim sjajem ovog čarobnjaka riječi. (79) Mistifikacija poezije, stereotip. Stil neprimjerne znanju đaka."
21;NI/NV;Jezik i književnost;B;7;JIK5;U nama vije vrutak vruće lave;Ne;;Da;život;Ne;;;2;;(80) nejasno postavljen zadatak, (82-1) bez bilo kakve jasne veze sa Krležinom pjesmom, od đaka se traži da koemntiraju Krležine rečenice o stećcima / pjesma ostaje neprotumačena;2;;(81-1) , (81-2) novim Krležinim tekstom izbjegava se interpretacija pjesme / uz primjer 0 ne postavlja se problem;2;;(82-2);0;;;(NI) 82-3 besmislena rečenica, vrijedna citiranja - rođenje je suprotno od dometa u svim književim vrstama (NV) Kako Krleža doživljava bosanskog čovjeka sa stećka? Šta o snazi bosanskog čovjeka možete saznati sa stećka? (82 )Tendenciozna pitanja, ideja napretka čovječanstva svodi se na bosanstvo i tradiciju. 
22;NI/NV;Jezik i književnost;B;7;JIK5;Mali princ;Ne;;Da;odgovornost, prijateljstvo, ljubav;Ne;;;1;;učinite priču mogućom. Uz primjer - (86) potpuno nepovezan citat sa sadržajem odlomka iz malog princa;1;;(87-1), (87-2) / 87;0;;;0;;;(NI) francuski pisac rođen u Francuskoj / (NV) kako zamišljate odgovornost prema prijateljstvu i/ili ljubavi? Kako to pokazujete? (87)
23;NI/NV;Jezik i književnost;B;7;JIK5;Hrt;Da;rasna teritorija NV-92;Da;sloboda, život;Da;porijeklo;redukcija, mistifikacija;2;;(92-3) besmislica, autorice polaze od besmislene premise i na osnovu nje traže da đaci raspravljaju i donose zaključak. Radnja pirče smještena u Sandžak, govori o psu, a autorice tvrde da prirodu i karakter psa određuje narod koji ga je ugojio. Kako narod može uzgojiti psa, teško je dokučiti, do sada se mislilo da valsnik odgaja (ako se to odgojem može nazvati), a onda se traži da na osnovu ika psa iz Sijarićeve priče đaci govore o karakteru bh. ljudi. (93-1) kreativni rad je za autorice podjela u grupe i podjela zadataka koji se i inače rade na klasičnom času. uz primjer +(92-1);2;;(91-1), (91-2), (91-3) / ne problematizira se premještanje/(udaja) ljudi protiv njihove volje u okolnosti kojima nisu prilagođeni;0;;;0;;;(NV) Smatra se da kultura i karakter jednog naroda ima veliki utjecaj na prirodu i karakter rase psa koju je taj narod uzgojio. Šta smo o prirodi i karakteru hrta saznali iz ove priče? Kako taj opis možemo dovesti u vezu s prirodom i karakterom bosanskohercegovačkih ljudi? (92) Ko smatra, gdje se smatra. Prozivoljna izjava, rasistička, narod nema karakter te ne može uticati na krakter psa. Šta sa mješancima? Koje osobine dlamatinaca ima dalmatinski gonič??????
24;NI/NV;Jezik i književnost;B;7;JIK5;Naza vezilja;Da;nejednakost;Ne;uz primjer ljubav?;Ne;;;2;;(96-2) neprecizno pitanje plus se sugeriše od čega bi đaci trebali krenuti u raspravu, (97-1) (97-3). Uz primjer + (96-3);2;;(96-1) / (96) ne problematizira se staleška nejednakost;0;;;2;;97a;"(NV) Jedna latinska poslovica veli: ""Nije sretan onaj ko ima šta želi, već onaj ko ne želi ono što ne može imati."" Povedite raspravu o ovoj temi. Kako ovu latinsku poslovicu možete dovesti u vezu s našom pričom. (96) Ovako postavljena stvar optužuje Nazu, da je sama kriva za svoju nesreću, jer je željela ono što ne može imati. Ne dovodi se u pitanje staleška pripadnost kao problem. Pokušajte pronaći đerđef... (97a) Djevijek su vezle. A muškarsci? Rodne uloge se ne problematiziraju."
