Šifra udžbenika;Kod;Primjer
HIP12;ER-63-1;У чему су се састојале привилегије Влaхa (углавном Срба) у Славонији (Вараждинском генералату)? 
HIP12;ER-66-1;Цвијета Зузорић (око 1552-око 1648) Племкињa. Смaтрaли су је нaјљепшом Дубровкињом тог временa. Билa је удaтa за Фирентинца ВaлтaЗaрa Пешиона. Осим љепотом, истицaлa се и књижевном културом и међу Словенимa и међу Итaлијанимa. О њој су пјевaли дубровaчки пјесници Цинко Злaтaрић, Михо Бунић, Никола Гучетић, кaо и чувени пјесник Торквато Тасо (15441595). Није сигурно дп је и сaма писалa пјесме. У Београдује 1923. основано друштво зп помaгaње умјетности под њеним именом. Друштво је нa Калемеjдaну подигло Павиљон, који се и дaнaс користи зa умјетничке изложбе. 
HIP12;ER-70-1;Држава 1700. г. - 1800. г. : Pycија 20мрш. 130мил., Хабзбуршка монархија 20мил. 27мил., Француска 22 мил. 26 мил., Италиjа  15мил. 18мил., Енглеска 8мил. 15мил., Пруcкa 1,5 мил 3,1мил., Низоземска 1,5 мил. 3,1 мил.
HIP12;ER-71-1;Увећан број становништва, нарочито у градовима, захтиjева већу производњу хране, што доводи до унапређења пољопривреде. У западној Европи повећавају се обрадиве површине, користи се стручна литература, примјењују савременије методе. Међутим, још увијек је било крајева са веома заосталом пољопривредом, као што су Шпанија, Русија и Пољска. 
HIP12;ER-76-1;Многе ситне занатлије пропадају, јер нису могли издржати конкуренцију индустриjе. Такође, многи сељаци су осиромашрши, па се и једни и други сливају у градове и рударске центре у потрази за послом. Укупан број најамних радника стално се повећавао и они у XIX вијеку израстају у посебну друштвену класу, тзв. индустриjcки пролетериjат. 
HIP12;ER-76-2;Њихов положај је био веома тежак. Наднице су билeе ниске, а радни дан је трајао и по 16 часова дневно. Да би остварили што већи профит, капиталисти запохпљавају жене и дјепу, чиjе су наднице упола мање. Друштвене супротности видјеле су се на сваком кораку. Док је буржоазија живјела у благостању. сористећи све предности привредног напретка, дотле су радници живјели у крајњој биједи. Њихове куће су биле биjедне страћаре, смјештене у посебним градским четвртртима, без основних хигиjeнских услова. 
HIP12;ER-76-3;Индустријска peвoлуција изaзвaлa је велике промјене у друштву. Једна од њих је нaстoјaње индустријског пролетеријата. Нaјгрубљи облик искоришћaвaњa билa је употреба дјечије радне снаге у рудницима. 
HIP12;ER-77-1;Породице су биле бројне, са много дјеце, често у оскудици и за хљеб. Исцрпљивање на послу, слаба исхрана и лоши хигиjенски услови живота доводили су до многих болести и раног умирања. 
HIP12;ER-82-1;Која је црква била владајућа у Енглеској? 
HIP12;ER-88-3;Изyзетно повољан положај имали су племство и свехптенство. Ова два сталежа брши су привилеговани. Иако их је бршо само три одсто, држали су више од 40 одсто земље. Осим тога, брши су ослобођени пореза и имали многе друге повластице. Најбројниjи, а у најнеповољнртјем положају био је тзв. трећи сталеж. У овај сталеж улазили су сељаци, као његов најбројниjи дио, буржоазија, најбогатиjи дио, а Јатим буржоаска интелигенција, најамни радници и други. Сељаци и буржоазиjа су плаћали држави порезе, од којих се финансирала војска, чиновници и двор, а политички су били обесправљени. Краљ и двор су живјели расипнршки, недомаћински управљали и претјераним задуживањем довели државу у тешку финансијску кризу. 
HIP12;ER-90-3;Међутим, устав ниjе дао право гласа cвим грађанима, него само онима који су плаћали одређену висину пореза. Таквих је бршо око 20 процената. Од овог устава највећу корист имала је крупна буржоазија. 
HIP12;ER-92-2;"Јакобинска власт сељацима је додиjелила земљу у триватно власништво. Сиромашно градско становниШЂО је запггићено од разних шверцера и спекуланата увођењем максималних цидена прехрамбених производа. Према непрргјатељима револуциjе (племство и свештенство) спроводрши су терор. Многи осумњршени извођени су на пријеки суд и по кратком поступку жњавани смртном казном. Сматра се да је у току jакобршске држтатуре извршено око 40 000 погубљења. ;ри томе су страдали и многи неврши људи. Због прераног терора јакобинци су изгубрши подршку великог броја умјерених грађана. Дана 27. јула 1794. крупна буржоазртја је збацрша јакобинце и поново преузела власт. "
HIP12;ER-97-3;Француска војска била је присиљена да се повлачи, при чему је страдало јако много војнржа. У Француску се вратршо једва тррадесетак хиљада.
HIP12;ER-99-1;Којем друштвеном слоју овакви погледи највише одговарају и због чега! 
HIP16;ER-100-1;Bili su povlašteni dio rimskoga društva jer su posjedovali mnogo zemlje i imali su sva politička prava. U početku su samo patriciji činili rimski narod (populus Romanus), a Rim je bio njihova domovina (patria). Oni su u Rimu predstavIjali aristokraciju. Najbrojniji dio rimskog stanovništva činili su plebejci, običan puk. Oni su bili slobodni stanovnici Rima, ali nisu mogli obnašati državne dužnosti. Smatrani su doseljenicima, jer njihovi preci nisu oduvijek živjeli u Rimu. Sklapanje brakova između njih i patricija bio je zabranjen. Budući da su plaćali porez i služili vojsku, a nisu imali političkih prava, plebejci su bili nezadovoljni svojim položajem. 
HIP16;ER-102-1;U siromašnijim obiteljima žene su same obavljale kućanske poslove, a u bogatijima su nadgledale rad sluga ili kućnih robova. 
HIP16;ER-103-1;Pokušaj usporediti prirodna obilježja Apeninskog poluotoka s povijesnim prostorom na kojem su se naselila grčka plemena. Što uočavaš tom usporedbom? 
HIP16;ER-106-1;"Rimljani su ih slobodno birali da u ime njih upravljaju državom. Upravljanje državom postala je ""javna stvar"" (res publica), i,  stvar naroda, opća stvar svih, a ne samo jednog vladara. Time je Rim postao republika. No kako se rad i u državnim službama nije plaćao, samo su najimućniji RimIjani mogli sudjelovati u državnoj upravi. Konzuli i članovi Senata mogli su biti samo iz redova patricija. Stoga je rimska republika bila aristokratska republika. "
HIP16;ER-11-1;Povjesničar ima detektivski posao. Svakom izvoru treba utvrditi valjanost ili istinitost jer svaki izvor ne mora biti istinit. To je zadatak znanstvenika istraživača. 
HIP16;ER-11-2;U povijesti se događaji izučaju po redu događanja, ali svi narodi nisu na isti način računali i bilježili vrijeme. Egipćani su vrijeme bilježili po vladanju svojih vladara, stari Grci po prvim Olimpijskim igrama, stari Rimljani po osnutku grada Rima, a danas se vrijeme u svijetu računa po rođenju Isusa Krista. 
HIP16;ER-112-1;Različito su se odnosili prema pokorenom stanovništvu. Dok su nekima ostavljali njihovu samoupravu, druge su u cijelosti podvrgli rimskoj vlasti. 
HIP16;ER-116-1;Promjene u životu i običajima: Materijalni ostaci iz doba rimske države omogućuju nam upoznavanje načina života Rimljana, ali i promjene koje su nastupile osvajanjem i širenjem rimskih granica. Pobjednički ratovi donijeli su i golemi ratni plijen. Među Rimljanima se produbljuju imovinske (posjedovne) razlike, što je utjecalo na promjene u načinu odijevanja, prehrani i uopće životu bogatih. Imućniji Rimljani živjeli su u velikoj raskoši. Ranije skromne (jednostavne) domove zamijenili su raskošnim kućama s brojnim prostorijama. Središte kuće bio je atrij, otvoreno dvorište, u kojemu se najviše boravilo. U njemu su se primali gosti i priređivale razne zabave. 
HIP16;ER-12-1;U koje stoljeće ubrajamo 753 g. pr. Krista, a u koje stoljeće 1492 g. poslije Krista ? Odredi kojim stoljećima i tisućljećima pripadaju navedene godine. 
HIP16;ER-12-2;Prouči na crti vremena trajanje pojedinih povijesnih razdoblja. U kojem povijesnom razdoblju živimo?
HIP16;ER-130-1;Za kojega je cara Rimsko Carstvo doseglo najveći opseg? Utvrdi to na povijesnom zemljovidu. 
HIP16;ER-137-1;Usporedi procvat umjetnosti u vrijeme Augustove vladavine Rimskim Carstvom s Periklovim dobom u Ateni.
HIP16;ER-142-1;Svjedočanstva o životu naroda na povijesnom prostoru BiH i Hrvatske, Srbije i Crne Gore zahvaljujemo bogatim materijalnim ostacima, kao i zapisima grčkih i rimskih pisaca. Oni nam daju sliku o razvijenoj kulturi naroda koji su živjeli na ovom prostoru. 
HIP16;ER-143-1;Osobito su poznati graditelji brodova bili Liburni. Osim pomorskom trgovinom, Iliri su se bavili i gusarenjem. Iliri su živjeli u utvrđenim naseljima zvanima gradine. Za njihovu gradnju koristili su se materijali iz okoline. U priobalju koristio se kamen, a u panonskim krajevima drvo i zemlja. Iliri su bili vješti ratnici, a često su međusobno ratovali zbog zemlje, pašnjaka ili područja bogatih rudom. Vjerovali su u nadnaravne sile, tajanstvene i moćne bogove i zagrobni život. Mrtve su pokapali pod kamenim ili zemljanim humcima. Žena je u ilirskom društvu uživala poseban položaj, a mogla je postati i vladaricom. 
HIP16;ER-153-1;On je oko 30. godine počeo propovijedati svoje učenje o pravednosti i jednakosti svih ljudi, 0 ljubavi prema bližnjemu te je ubrzo stekao brojne sljedbenike. 
HIP16;ER-153-2;"Isusovi sljedbenici vjerovali su da je on Mesija, ili ""Izabrani"", što na grčkome znači Krist. "
HIP16;ER-154-1;Posvuda su u gradovima počele nicati kršćanske zajednice-općine, a vodili su ih nadzornici zvani biskupi (grč. Episcopus - stariji). Svi su njezini članovi bili jednaki i ravnopravni - bogati i siromašni, robovi i slobodni, žene i muškarci, a povezivalo ih je štovanje duhovnih i moralnih pravila. 
HIP16;ER-155-1;Međutim, car Konstantin Veliki otvoreno je pomagao kršćane. Stoga je 313. godine, tzv. Milanskim ediktom, kršćanima priznao ravnopravnost s ostalim religijama u Carstvu. Od tada prestaju progoni kršćana. Kršćanstvo je svoju konačnu pobjedu odnijelo dolaskom na vlast cara Teodozija, koji je 380. g. proglasio kršćanstvo jedinom dopuštenom vjerom u Rimskom Carstvu. 
HIP16;ER-155-2;Zašto su Rimljani progonili kršćane? Koji su se carevi isticali u progonima kršćana? Što su katakombe? Što je car Konstantin ostvario Milanskim ediktom? Tko je kršćanstvo proglasio jedinom dopuštenom vjerom u Rimskom Carstvu? 
HIP16;ER-156-1;Kršćanstvo se u Iliriku počelo širiti početkom 2. stoljeća. Prvi su vjerovjesnici bili trgovci i vojnici. Najstarija biskupska sjedišta bila su: Salona, Siscia, Cibalae i Mursa. U Saloni je djelovao sv. Dujam, gdje je utemeljio biskupiju početkom 4. stoljeća. Tijekom Dioklecijanovih progona stradao je mučeničkom smrću zajedno sa sv. Anastazijem ili sv. Stasom. Istu sudbinu doživjeli su kršćanski mučenici u Panoniji, gdje se kršćanstvo počelo širiti tijekom 3. stoljeća. 
HIP16;ER-156-2;Gdje nalazimo početke kršćanske umjetnosti? Koja su prva zdanja kršćanskoga graditeljstva? Kako se ona zovu? Što je Crkva? 
HIP16;ER-157-1;Što znaš o širenju kršćanstva i progonu kršćana u Iliriku? 
HIP16;ER-16-1;Temeljem do sada otkrivenih nalaza ostataka ljudi i životinja, kao i nalaza oružja i oruđa kojima se služio čovjek, može se pretpostaviti da je prapovijesno razdoblje započelo oko 4 milijuna godina pr. Kr. Prapovijesno doba trajalo je do otkrića pisma oko 3500. godine pr. Kr. U tom dugotrajnom procesu razvoja Zemlje razvijao se i čovjek. Suvremena je znanost otkrila da je u najranijem razdoblju ljudskog postojanja kamen osnovni i temeljni materijal od kojega je čovjek izrađivao oružje za lov. Zbog toga se cijelo to veliko razdoblje naziva kameno doba. Lov i skupljanje divljih plodova raznih vrsta biljaka bili su osnovna djelatnost pračovjeka. To vremenski jako duge razdobije ljudske prošlosti znanstvenici su podijelili na starije i mlađe kameno doba. 
HIP16;ER-16-2;Znanost nije odgonetnula ni starost ni podrijetlo čovjeka. Pretpostavlja se da je na Zemlji živjelo nekoliko vrsta ljudi. Prvi tragovi čovjeka pronađeni su na afričkom kontinentu pa Afriku nazivamo kolijevkom čovječanstva. Znanstvenici su pomoću suvremenih metoda uspjeli objasniti čovjekov razvoj i način njegova života u dalekoj prošlosti. Životni uvjeti u pradavnim vremenima bili su vrlo teški. Klima je bila nestalna. 
HIP16;ER-162-1;Opiši ukratko seobu Vandala. Utvrdi na zemljovidu smjer njihova kretanja. 
HIP16;ER-164-1;Oni su kratkotrajno zaposjeli i opljačkali Rim, no i to je bilo dovoljno da njihovo ime postane simbol divljačkog razaranja i pustošenja. 
HIP16;ER-166-1;Na sjevernim granicama Carstva pojavili su se novi barbarski narodi, Slaveni i Avari. 
HIP16;ER-167-1;Slaveni su živjeli istočno od granice Rimskog Carstva. Njihova se pradomovina prostirala od rijeke Odre do rijeke Dnjepra te od Karpata do Baltičkog mora. U potrazi za boljom zemljom pašnjacima sele se već od 2. st. n. e., a provala Huna potakla je i njihovo preseljenje. Raspadom hunskog saveza Slaveni se šire na jug, istok i zapad. Stoga su seobom nastale slavenske skupine naroda poznatih pod imenom Istočni, Zapadni i Južni Slaveni.Arheološki ostaci poput oružja, oruđa, nakita i keramičkih posuda te ljudske nastambe pružaju nam materijalni izvor za poznavanje kulture slavenskih naroda. Slaveni su bili mnogobošci, a među bogovima posebno su štovali Peruna. Perun je bio bog neba, oluje i pobjede, a prema slavenskoj mitologiji, obitavao je na planinskim vrhovima, u krošnji svetoga hrasta. Slavenska je mitologija prepuna božanstava i demona, vila i vukodlaka.
HIP16;ER-18-2;Ne zna se je li se sporazumijevao govorom. 
HIP16;ER-19-1;Na zemljovidu utvrdi najstarija nalazišta ljudi u rapovijesno doba. 
HIP16;ER-19-2;Pretpostavlja se da su te promjene nastale prije 7000 godina, a čovjek toga vremena naziva se kromanjonac. Naime, u špilji Cro-Magnon u Francuskoj otkriveni su najstariji ostaci čovjeka toga vremena. 
HIP16;ER-21-1;Koja su glavna obilježja čovjeka starijeg kamenog doba? Koja su glavna obilježja čovjeka mlađeg kamenog doba ? Usporedi ta dva razdoblja s obzirom na oruđe i oružje, način prehrane, nastambe i najvažnija otkrića. 
HIP16;ER-22-1;Na zemljovidu pronađi najpoznatija nalazišta starijeg kamenog doba u Bosni i Hercegovini?
HIP16;ER-26-1;Usporedi te promjene s prilikana u mlađem kamenom dobu. 
HIP16;ER-41-1;Za njega su vjerovali da je stvoritelj života i smatrali su ga gospodarom svih bogova i ljudi. Egipatski faraon Amenofis IV. pokušao je uvesti vjerovanje u jednoga boga (jednoboštvo), a jedinim bogom proglasio je Atona - boga Sunca. Nakon njegove smrti vraćeno je mnogoboštvo s vrhovnim bogom Ra. 
HIP16;ER-44-1;O njoj nam svjedoče arheološki nalazi gradova-država koji svojim stilom gradnje podsjećaju na mezopotamske. Najznačajniji gradovi te civilizacije su Mohenjo Daro i Harappa, koje su izgradili najstariji stanovnici doline Inda - Dravidi. 
HIP16;ER-49-1;Južno od feničkih gradova, između Sredozemnog mora, rijeke Jordan i Arapske pustinje, prostiralo se područje zvano Kanaan. Prema biblijskom zapisu, ta su područja u 2. tisućljeću pr. Kr. naselila židovska plemena. Na to su područje doselili iz južne Mezopotamije pod vodstvom plemenskog starješine (patrijarha) Abrahama. 
HIP16;ER-49-2;Pod Mojsijevim vodstvom krenuli su natrag u Kanaan. O tome nema arheoloških podataka, jedino Biblija govori o židovskom povratku u Kanaan.
HIP16;ER-52-1;U 6. st. pr. Kr. u Perziji je živio propovjednik Zaratustra. Za njega se tvrdi da je napisao knjigu Avesta u kojoj su zapisana vjerska učenja Perzijanaca. 
HIP16;ER-53-1;Prvo poznato pismo u povijesti čovječanstva rabili su Sumerani. Objasni ulogu pisma u svakodnevnom životu ljudi. Uočavaš li razliku između slikovnog i glasovnog pisma? Koje je jednostavnije, a koje umjetnički ljepše? 
HIP16;ER-58-1;lako točno ne znamo kad su doselili, u 2. tisućIjeću pr. Kr. na ovom prostoru već živi više indoeuropskih naroda. 
HIP16;ER-59-2;Kretska civilizacija nestaje polovicom 2. tisućljeća pr. Kr., a arheološka istraživanja otkrila su nam mnoštvo ukrasnih predmeta od zlata i srebra te ostatke predmeta od keramike po čijoj su izradi Krećani bili nadaleko poznati. Poput kretske, tako se početkom 2. tisućljeća pr. Kr. na poluotoku Peloponezu počela razvijati i civilizacija Ahejaca. Oni su osnovali grad Mikenu, po čijem su imenu arheolozi kulturu Ahejaca i prozvali mikenskom kulturom. Ona je na vrhuncu svoje moći bila oko 1700 g. pr. Kr. 
HIP16;ER-60-1;Grci su vjerovali da su građevine podigli kiklopi, mitski jednooki divovi, pa stoga ove zidine i nazivamo kiklopskim. 
HIP16;ER-60-2;Krajem 12. stoljeća pr. Kr. mikenska kultura naglo slabi, a o grčkoj povijesti toga vremena znamo vro malo. 
HIP16;ER-60-3;Arheološka istraživanja pokazala su da je grad u svojoj povijesti više puta bio osvajan i rušen. Konačno su ga zauzeli Ahejci potkraj 12. stoljeća pr. Kr. Grčka povijest od 12. do 8. st. pr. Kr. slabo je poznata. O toj povijesti znamo samo ono što opisuju grčki epovi Ilijada i Odiseja koje je, po predaji, spjevao slijepi grčki pjesnik Homer u 8. St. pr. Kr. To se razdoblje naziva homerskim dobom. 
HIP16;ER-61-1;Mnoge Homerove tvrdnje opisane u epovima danas su dokazane arheološkim istraživanjima. Međutim, neke od njih, osobito Odisejeve pustolovine, plod su Homerove mašte. 
HIP16;ER-63-2;Stari su Grci imali snažno razvijen osjećaj zajedništva. Povezivalo ih je štovanje istih bogova, koristili su isto pismo, okupljali su se prigodom raznih svetkovinskih igara, umjetnički su se gotovo istovjetno izražavali, pa čak su i ljude dijeli na Grke i barbare. Ipak, nikad nisu stvorili zajedničku državu. Pokušaj objasniti zašto. 
HIP16;ER-68-2;Majka se brinula o kućanskim poslovima i odgoju djece. Dječaci su se do 7 godine obrazovali kod kuće, uz pomoć privatnog nastavnika - pedagoga. Nakon toga obrazovanje su nastavljali u državnim školama - gimnazijama. Tu su stjecali znanja iz govorništva, gramatike, glazbene umjetnosti, filozofije i matematike. 
HIP16;ER-69-1;Kao i drugi narodi toga vremena, tako su i stari Grci vjerovali da je sve što se zbiva u životu ljudi volja bogova. Zamišljali su ih slične ljudima, sa svim njihovim manama i vrlinama, ali su za razliku od običnih ljudi moćni i besmrtni.
HIP16;ER-76-1;Dva najznačajnija i najjača grčka polisa bili su Sparta i Atena. Njihov je utjecaj na ostale polise grčkoga svijeta bio presudan. Društveni ustroj pogledi na život bili su im potpuno različiti pa su gotovo neprekidno bili u stanju međusobnog nepovjerenja. Suparništvo između dvaju saveza grčkih polisa sve je više raslo. 
HIP16;ER-8-1;"Zacijelo ste već više puta čuli izraz ""Večeras je na programu povijesni film"", ""Ovo je za nas povijesni događaj"" ili ""Odigrala se je povijesna bitka"". Svi spomenuti izrazi imaju jednu riječ koja ih povezuje - povijest. Što se krije pod tim pojmom? što je povijest zašto je učimo i koje je njezino značenje, kako saznajemo o životu ljudi u davnoj prošlosti? Ta nam se pitanja postavljaju kada počinjemo učiti povijest. Sada ćemo odgovoriti na ta a i mnoga druga pitanja. "
HIP16;ER-81-1;Kakvi te osjećaji obuzimaju i kakvu sliku stječeš o Leonidi? 
HIP16;ER-84-1;Grci su ih smatrali barbarima jer su bili neobrazovani. Makedonsko je stanovništvo bilo helensko, ali su između njega i Helena južnije od Makedonije postojale znatne razlike. One nisu bile samo u jeziku i običajima. Već i u društvenom ustroju države.
HIP16;ER-85;Uz pomoć povijesnog zemljovida odredi položaj Makedonije u vrijeme vladavine Filipa II. 
HIP16;ER-86-1;Smatrao je da se država s pokorenim narodima ne može održati pa je nastojao potaknuti povjerenje između poraženih i pobjednika. Težio je zajedništvu pa je sve narode učinio jednakopravnima. 
HIP16;ER-86-3;Na povijesnom zemljovidu utvrdi do kojih se velikih rijeka protezalo njegovo carstvo.  
HIP16;ER-87-1;Tako se grčka kultura miješala s kulturama starog Istoka. Isprepletanje grčkih istočnjačkih utjecaja pridonijelo je stvaranju jedinstvene kulture koja je obilježila nadolazeće doba. To novo doba zovemo helenizmom, a kulturu koja je nastala miješanjem grčke kulture s kulturama starog Istoka helenističkom kulturom. 
HIP16;ER-9-1;Učeći povijest razvijamo domoljublje i snošljivost među narodima. 
HIP16;ER-94-1;Keramičko posuđe, oružje, nakit, maslinovo ulje i vino samo su dio proizvoda kojima su trgovali s narodima na sjeveru poluotoka. S juga Italije grčki se utjecaj širio cijelim poluotokom, a mnoga su plemena prihvaćala stečevine grčke kulture, poput poznavanja novca i uporabe pisma. Grci su svojim vjerovanjima izvršili snažan utjecaj na italske narode. 
HIP16;ER-95-1;Premda ne znamo točno odakle su došli, sigurno je da su prije doseljenja Gala i Grka imali najrazvijeniju kulturu na Apeninskom poluotoku. 
HIP16;ER-95-2;Trgovinom su uspostavili veze s Feničanima i Grcima, od kojih su preuzeli mnoge kulturne stečevine. Iza sebe su ostavili mnoštvo zapisa pisanih pismom koje su prihvatili upravo od Grka. 
HIP16;ER-96-2;Uz pomoć povijesnog zemljovida utvrdi položaj Etrurije. Čime su se bavili Etrurci? 
HIP16;ER-98-1;"Rimska je povijest prepuna mitova i legendi. Najpoznatija od njih pripovijeda o blizancima Romulu i Remu; o postanku grada Rima. "
HIP16;ER-98-2;Povijest postanka Rima: Utemeljenje Rima znanstvenim je istraživanjima objasnila povijesna znanost. 
HIP18;ER-10-1;Skupine Slavena koje su se zaputile prema jugu preplavile su početkom VII. stoljeća balkanske posjede Bizantskog Carstva i tu osnovale svoje plemenske države - sklavinije. Najpoznatije od sklavinija bile su Raška, na području današnje Srbije, i Duklja, na području današnje Crne Gore. 
HIP18;ER-101-1;Kao što ćete u ovoj temi vidjeti to nikako nije značilo gubitak hrvatske samostalnosti budući da je nova država imala oblik personalne unije. 
HIP18;ER-107-1;Većina hrvatskih zemalja time je ponovo bila ujedinjena pod vlašću jednoga vladara, a čvrsta vlast Anžuvinaca uspostavljena je od Panonije do Jadrana. 
HIP18;ER-107-2;Zbog čega je Dalmacija bila važna Anžuvincima? Kako je završio sukob Ludovika i Venecije? Što je to značilo za Hrvatsku? 
HIP18;ER-108-1;Zbog kojih razloga velikaši podižu protudvorski pokret? Opiši njegov tijek. 
HIP18;ER-109-1;"Kada je Ladislav vidio da neće moći zadržati posjede u Dalmaciji i Hrvatskoj, on je 1409. sva svoja prava na Dalmaciju prodao mletačkom duždu za 100 000 dukata. Svoja ""prava"" Venecija je odlučila ostvariti silom te je u dva rata, što ih je vodila sa Žigmundom,  uspjela osvojiti Dalmaciju. Na taj način Hrvatska je za dugo vremena ostala bez jadranske obale, koja će tjekonn naredna četiri stoljeća ostati u rukama Venecije. "
HIP18;ER-110-1;lako predaja govori kako su Dubrovnik u VII. stoljeću osnovale izbjeglice iz porušenoga antičkog grada Cavtata (Epidaura) to nije , točno. Naime ostaci starijih građevina pokazuju da je u to doba na mjestu Dubrovnika već postojalo gradsko naselje. U srednjemu vijeku grad su obično nazivali po njegovu latinskom imenu - Ragusium. 
HIP18;ER-112-1;Unatoč pretežito hrvatskom stanovništvu, Istra ipak nikad nije došla pod vlast hrvatskih kraljeva.
HIP18;ER-112-2;Kako je doseljenje Hrvata utjecalo na razviatak Istre? Tko je vladao Istrom od XV. stoljeća? 
HIP18;ER-113-1;Nabroji nekoliko romaničkih građevina u Hrvatskoj. Navedi glavna kiparska romanička djela u Hrvatskoj. 
HIP18;ER-114-2;Navedi nekoliko primjera gotičke umjetnosti u Hrvatskoj. 
HIP18;ER-117-1;Materijalni ostaci prapovijesnih kultura pokazuju da je bosanski teritorij činio jedinstvenu kulturnu i geografsku cjelinu zajedno s teritorijem današnje Hrvatske.
HIP18;ER-117-2;Tim istim putovima u novu su domovinu stigli i Hrvati, čiji se jedan dio na putu prema Dalmaciji zaustavio u Bosni i tu naselio. Početni dio srednjovjekovne bosanske povijesti na taj je način usko vezan uz Hrvatsko Iraljevstvo. Dapače, određeni dio Bosne bio je u to vrijeme sastavni dio srednjovjekovne hrvatske države, o čemu svjedoči i bizantski car - pisac Konstantin Vll. Porfirogenet. Od početka XII. stoljeća Bosna je započela svoj samostalni razvitak, a na njezinom su se čelu nalazili vladari hrvatskog roda. 
HIP18;ER-118-1;Godine 990. makedonski car Samuilo upravljao je Bosnom do svoje smrti. 
HIP18;ER-118-2;Rijetki pisani povijesni izvori u Bosni pisani su ikavicom, kojom govore samo Hrvati. Prvi poznati bosanski vladar bio je slavonski velikaš ban Borić. Sve to govori da su u Bosni živjeli Hrvati.
HIP18;ER-118-3;U posebnom sjećanju ostao je KuJIn ban, kao vladar koji je Bosnom upravljao na zadovoljstvo naroda. 
HIP18;ER-121-1;Tvrtko I. Se 1377. godine okrunio za kralja Srbije i Bosne. 
HIP18;ER-122-2;Sultan Mehmed II. Osvajač 1463. godine započeo je konačno porobljavanje Bosne. 
HIP18;ER-123-1;Propovijedanjem među bosanskim pučanstvom oni su uspjeli smanjiti širenje bosanskog krivovjerja. 
HIP18;ER-123-2;Nakon dolaska Turaka Osmanlija u Bosnu franjevci su jedini smjeli propovijedati vjeru među hrvatskim katoličkim pučanstvom. Njihove su zasluge za očuvanje hrvatskog identiteta u Bosni za vrijeme Turaka Osmanlija izuzetne. 
HIP18;ER-124-1;Srednjovjekovna kultura u Bosni razvijala se pod snažnim utjecajima koji su dolazili iz Hrvatske. 
HIP18;ER-124-2;Što je misal? Kada je nastao Hrvojev misal? Kojim je pismom pisan Hrvojev misal? Gdje se Hrvojev misal danas čuva? 
HIP18;ER-124-4;Što su stećci? Kakvi oblici stećaka postoje? Gdje su stećci pronađeni? 
HIP18;ER-128-1;Nadahnuće za svoja djela humanisti pronalaze u djelima starih grčkih i rimskih autora. 
HIP18;ER-128-2;Humanizam se iz Italije brzo proširio po čitavoj Europi. Jedan od glavnih razloga za to bili su izuzetno razvijeni trgovački kontakti Italije s kopnenim dijelom Europe. Širenju humanističkih ideja velike je pridonio i izum tiska sredinom XV. stoljeća. 
HIP18;ER-131-3;Raspitaj se kod učitelja hrvatskog jezika o značaju Marka Marulića i Marina Držića za hrvatsku književnost 
HIP18;ER-136-1;Pomorska istraživačka putovanja portugalskih i španjolskih pomoraca dovela su krajem XV. i početkom XVI. stoljeća do otkrića dotad nepoznatih krajeva. 
HIP18;ER-141-2;Objasni kako nastaje kapitalističko gospodarstvo. 
HIP18;ER-14-2;Komentiraj tvrdnju da je Karlo Veliki bio najveći europski vladar srednjega vijeka. 
HIP18;ER-146-1;...Turci Osmanlije često prolazili na putu prema slovenskim zemljama. Za sobom su ostavljali opustošena i opljačkana područja, a stanovništvo je masovno napuštalo te krajeve. 
HIP18;ER-153-1;Godine 1630. kralj Ferdinand II. izdao je Vlaške statute kojima su Vlasima, u zamjenu za vojnu službu, bile zajamčene osobna sloboda, pravo na samoupravu i sloboda trgovanja. 
HIP18;ER-154-1;Jedna od najtežih posljedica osmanlijskih osvajanja bilo je masovno iseljavanje hrvatskoga pučanstva. U strahu od Turaka ono bježi u sigurnija područja, koja nisu bila zahvaćena ratom.
HIP18;ER-154-2;Na napuštena hrvatska područja doselilo se novo stanovništvo - Vlasi, koji su mahom bili pravoslavne vjere. Zbog toga se u tim područjima potpuno promijenila vjerska i narodnosna struktura stanovništva. 
HIP18;ER-154-3;Tko dolazi u napuštene hrvatske krajeve? 
HIP18;ER-155-1;Većinu stanovnika pašaluka činilo je kršćansko stanovništvo - raja. 
HIP18;ER-155-2;On se provodio svake pete ili šeste godine, a sastojao se od odvođenja kršćanske djece u zarobljeništvo. Mušku djecu uvježbavali su za janjičare, dok su ženska djeca često završavala kao sluškinje ili u haremima. 
HIP18;ER-156-1;Brojne džamije i minareti koje su Turci Osmanlije izgradili dali su nekadašnjim kršćanskim gradovima izrazito istočnjački izgled. 
HIP18;ER-156-2;Taj uvelike različit odnos osmanlijskih vlasti prema ovim dvjema kršćanskim Crkvama najbolje se može vidjeti na primjeru Bosne. Jedini katolički crkveni red kojem je u Bosni bilo dozvoljeno djelovanje bili su franjevci. Njima je sultan Mehmed II., netom po osvajanju Bosne priznao slobodu djelovanja i vjeroispovijesti. Unatoč tomu, i oni su bili izloženi progonima pa se broj njihovih samostana u XVIII. stoljeću sveo tek na tri Fojnicu, Kraljevu Sutjesku i Kreševo. 
HIP18;ER-158-1;Zbog toga je sultanova vlast slabila, a položaj seljaka se pogoršavao, jer su im spahije nametale sve veća podavanja, a država sve veće poreze. 
HIP18;ER-158-2;Turci Osmanlije pritom su se okrutno osvećivali domaćem stanovništvu koje je pomagalo Habsburgovcima, zbog čega se ono povlačilo zajedno s habsburškom vojskom. 
